"","business_id","stars","category","word"
"627","WTluJrwTxVxZkXovV6cnnQ",5,"Restaurants, Chinese, Fast Food","chicken"
"628","eZaaYA5X3BmMTPWsOBvq8g",4,"Japanese, Restaurants, Chinese, Hot Pot, Korean","chicken"
"629","Bfh_ON-LQUcJerjcDF5KNA",4,"Chinese, Restaurants","chicken"
"630","MA465c4XL7_m9p_6_ztRsw",4,"Vietnamese, Chinese, Restaurants","chicken"
"631","nZRJu778hO66F11QUS53nA",5,"Chinese, Restaurants","chicken"
"632","15RvAvPxUBl3HmnGMJdtTQ",2,"Asian Fusion, Restaurants, Chinese, Cocktail Bars, Bars, Sushi Bars, Nightlife","chicken"
"633","QdganL5AW9E_fNoRVroLig",4,"Thai, Chinese, Restaurants","chicken"
"634","wftmt-n8OUA4Ng3bWWH5dw",5,"Chinese, Restaurants, Barbeque, Cantonese","chicken"
"635","yBHltbm3DqNaKgBgTMpxsA",4,"Chinese, Restaurants","chicken"
"636","eab04KSBbf30FqB4cH8erQ",4,"Taiwanese, Restaurants, Japanese, Asian Fusion, Chinese","chicken"
"637","i4CF-bIEfNeYoQ87klS78Q",1,"Chinese, Restaurants, Japanese","chicken"
"638","ijY4C4ut4M9xg3QvK2R2pg",3,"Dim Sum, Chinese, Cantonese, Restaurants","chicken"
"639","rQ6C54q1N2iq9iDKSA3QGA",4,"Restaurants, Chinese, Sushi Bars","chicken"
"640","JJi7c7uiTzCqeWNTsldgXQ",5,"Restaurants, Chinese, Sushi Bars","chicken"
"641","KzLjbXEDH1e1WrfzrrzZKw",4,"Cantonese, Chinese, Restaurants","chicken"
"642","mpG1R1ktTI3x1twNBsGvXQ",5,"Sushi Bars, Restaurants, Chinese, Asian Fusion, Japanese","chicken"
"643","QbuWKli8fme4O84t99UfSg",5,"Indian, Restaurants, Chinese","chicken"
"644","gTRTzLhbl2uDd_JvB4PsyQ",4,"Chinese, Food, Restaurants","chicken"
"645","A8jt8v7bixb_DswY2uJQaw",1,"Chinese, Restaurants, Thai","chicken"
"646","xXGRRmCIf6t6Bn-NvxHYwA",1,"Seafood, Chinese, Restaurants, Asian Fusion","chicken"
"647","ZWbJlxV7sdxBBgyw_-4vVg",5,"Restaurants, Chinese","chicken"
"648","JQ4tpUOOwlrZXSyW4Wlyaw",5,"Restaurants, Chinese","chicken"
"649","-R_dMb9Z1eBv_FlYZrrKbw",5,"Restaurants, Chinese","chicken"
"650","ccdcyzc1oSucd-qRlnYR0w",1,"Restaurants, Chinese","chicken"
"651","70nmPKnAufzeKfRNVE0-Pg",3,"Fast Food, Restaurants, Chinese","chicken"
"652","S6dARuOrrOXd4xSiTHti8g",5,"Soup, Chinese, Restaurants, Seafood","chicken"
"653","Lw2vlPixPe72lDp9Cx6GoA",3,"Chinese, Restaurants, Wraps, Chicken Wings","chicken"
"654","jKJr7aPdTZ5kiQw0g40yJQ",4,"Chinese, Restaurants","chicken"
"655","gGeC3-QX-ZH1kxnpmUwQ9A",4,"Restaurants, Chinese","chicken"
"656","HzE3NnlAzIcqiHDydpvzrQ",2,"Asian Fusion, Restaurants, Chinese, Gluten-Free","chicken"
"657","GKmbGnQ2WmlU7ntVPI4mYA",2,"Restaurants, Chinese","chicken"
"658","E4HlcOykIxIDiJyUKO-eIg",1,"Chinese, Restaurants","chicken"
"659","_VYUU5HPLYasd-xdKLimNA",3,"Chinese, Restaurants, Seafood, Chicken Shop","chicken"
"660","h0kDxnRpBXyJ1v17uSDnzw",4,"Seafood, Chinese, Restaurants, Soup","chicken"
"661","jtvy90-8KNih9-LanDTiOg",5,"Japanese, Asian Fusion, Chinese, Sushi Bars, Malaysian, Restaurants, Singaporean","chicken"
"662","wHdjfx0WQAV9AhOlm46FMQ",2,"Chinese, Restaurants","chicken"
"663","l_pR3x7v2mvE3luVdmGuoQ",5,"Restaurants, Cantonese, Chinese, Sushi Bars, Dim Sum","chicken"
"664","IqUKgj5hd3iUdQX80kw47g",4,"Food, Restaurants, Chinese","chicken"
"665","g74ClehJVU5h-29-Bx5xwQ",3,"Restaurants, Chinese","chicken"
"666","PhNdyQTtZjOQ1bqoT4S3oA",3,"Restaurants, Cantonese, Chinese, Szechuan","chicken"
"667","dazGlP4Rk4nxlyMtlvkpvA",4,"Asian Fusion, Chinese, Restaurants","chicken"
"668","kF1Rr2bMPujucUihlitT2g",4,"Sushi Bars, Chinese, Thai, Japanese, Restaurants","chicken"
"669","iT9KMTR8NqYwSCW-zMUOxw",3,"Chinese, Taiwanese, Sushi Bars, Restaurants","chicken"
"670","BsLyCu_lkEdkG42qmvZlnQ",4,"Chinese, Pan Asian, Sushi Bars, Restaurants, Asian Fusion","chicken"
"671","mmtjbwUUjw266ulkEnRX3Q",4,"Restaurants, Chinese","chicken"
"672","wCB9mquz6W0ZuO5pPZXeDg",5,"Chinese, Restaurants, Szechuan","chicken"
"673","Z-6QSR2lC-opp9l6HLYG_w",1,"Chinese, Restaurants","chicken"
"674","dF-_fcrNyk4iZ5Pc1mr-wA",3,"Chinese, Fast Food, Restaurants","chicken"
"675","RNkVt3T_3DQjXbXTM2DIjg",2,"Seafood, Soup, Chinese, Restaurants","chicken"
"676","aC9D8lFr5k9pWU0IBdEb0g",1,"Restaurants, Chinese","chicken"
"677","-cnAmACYQpwRyfjuZHay3w",2,"Chinese, Restaurants","chicken"
"678","OaHJvi10dJbMIaQXg5e2Ag",5,"Vietnamese, Chinese, Restaurants","chicken"
"679","dyaSQBKagPYylOJxsU8CMA",5,"Restaurants, Chinese","chicken"
"680","v2a8hI1Tsi1SgFKFWD39qQ",5,"Sushi Bars, Japanese, Restaurants, Chinese","chicken"
"681","xONNOYgT5BBJj_EVJBMghQ",5,"Chinese, Restaurants, Sushi Bars","chicken"
"682","rXKzE4Iraz7vGWovWW-aBA",3,"Restaurants, Bars, Japanese, Cocktail Bars, Korean, Izakaya, Nightlife, Ramen, Chinese, Venues & Event Spaces, Event Planning & Services","chicken"
"683","BrORoLCE5zVY6ekUb6omNA",1,"Food, Restaurants, Asian Fusion, Japanese, Bubble Tea, Ramen, Noodles, Chinese","chicken"
"684","ltqvLrYq9QjeQjQ1NlqLcA",3,"Restaurants, Chinese","chicken"
"685","FNf9Q2FnB9sI9kOMAgj0AQ",4,"Restaurants, Chinese, Szechuan","chicken"
"686","AV72aytrW-z787seJAku2w",4,"Restaurants, Chinese, Sushi Bars, Fast Food, Asian Fusion, Japanese","chicken"
"687","Vc8sXKEdO9yVxbRlwBFHKQ",5,"Chinese, Restaurants","chicken"
"688","jhNV1xO2q1_61REv2YQAtg",4,"Restaurants, Chinese","chicken"
"689","6_7_aSycZlRsfKENFiIi6g",2,"Restaurants, Chinese","chicken"
"690","p2RqycIW2jzjbQnkEw5lkA",3,"Comfort Food, Asian Fusion, Restaurants, Thai, Italian, Chinese, Noodles, Pasta Shops, Food, Salad, Specialty Food","chicken"
"691","kD1u5HwZpWOH2bAU_W0ARQ",4,"Chinese, Restaurants","chicken"
"692","W7KtVjq4R_5F5EwbCBENQw",5,"Chinese, Restaurants","chicken"
"693","egxK8E9T6MWLxJyD_iCIVQ",4,"Sushi Bars, Chinese, Restaurants, Asian Fusion","chicken"
"694","tIby_wfzpZ5QH02IWFNogg",5,"Chinese, Arts & Entertainment, Restaurants, Food, Social Clubs, Bubble Tea, Taiwanese","chicken"
"695","OPIX1wTOll0aZT08Wr6sDw",4,"Chinese, Restaurants","chicken"
"696","BT8bk6rOQ4kj8TD-hfepGQ",4,"Restaurants, Chinese","chicken"
"697","vYRxMRpdUES85ZEpiQwjgg",4,"Restaurants, Chinese","chicken"
"698","XuxMAIKquXNe6fy0-HmZ8A",4,"Restaurants, Chinese","chicken"
"699","lSxAQR1FeSljX9zeVJTEWA",4,"Restaurants, Chinese","chicken"
"700","cGuUEFw374zfpr3Cp8ywJw",1,"Restaurants, Chinese, Food Stands","chicken"
"701","hMgIF04rrJ7oB1lGIpFt5w",4,"Restaurants, Chinese","chicken"
"702","jhP9rUsV-KvgHu1n--7Q3w",3,"Restaurants, Chinese","chicken"
"703","5S8KaaAIjqo2bJcVlMNW5w",5,"Restaurants, Chinese","chicken"
"704","yrwKibiXRrTUnGKj7io5ag",3,"Buffets, Chinese, Restaurants","chicken"
"705","mchIGapc-1lRQKcsZhD93A",3,"Chinese, Restaurants","chicken"
"706","4_sXnBAHU3lGxVfPUn0CNQ",1,"Chinese, Restaurants","chicken"
"707","BQasaL9XWUhlFndmKYtMHw",4,"Restaurants, Vietnamese, Chinese","chicken"
"708","RB0hIe4CjaYp4W0JAxw1yA",5,"Chinese, Restaurants","chicken"
"709","79G_4PgWIO1BPve3D1tD_Q",2,"Chinese, Restaurants","chicken"
"710","pFg0ZuTVVZMZpANZXI0LtA",5,"Vietnamese, Restaurants, Chinese","chicken"
"711","EY37X3ESjNu14g9Xe4lyFQ",1,"Chicken Wings, Chinese, Restaurants","chicken"
"712","dY_oOCE3fU50zs97SVRlrg",1,"Chinese, Restaurants, Seafood","chicken"
"713","Rmdv8qikuGCecgRGVPWMQA",4,"Restaurants, Chinese","chicken"
"714","tVcnGCg8AICT_hoI-4gMsw",4,"Soup, Chinese, Seafood, Restaurants","chicken"
"715","5L-dBWit8Y90bnP3nsAauQ",4,"Restaurants, Chinese","chicken"
"716","jTRKHyPmR5RwHVsqmhPTwg",3,"Chinese, Restaurants, Kosher, Halal","chicken"
"717","s4M4QcJvxJ5IY0DQJo-sCA",4,"Chinese, Mongolian, Sandwiches, Restaurants, Soup, Food, Salad, Tea Rooms","chicken"
"718","ygpvIw60wGri7cr3CA9Ipw",1,"Kosher, Chinese, Middle Eastern, American (New), Restaurants","chicken"
"719","VBxKOEdjg7ryuA2Ni080rA",5,"Restaurants, Chinese","chicken"
"720","v8jZKf_YN7ayVy6ksyoiKg",3,"Chinese, Restaurants","chicken"
"721","xDnkfWCyaUdR6iMoxnuWyg",4,"Restaurants, Shanghainese, Noodles, Chinese, Soup","chicken"
"722","p2X4WdGMsi26t_6hN3Hz4w",4,"Vietnamese, Soup, Chinese, Asian Fusion, Restaurants","chicken"
"723","keQlXWfz2K7GukqaReVyow",4,"Food, Chinese, Restaurants","chicken"
"724","hQMx2ZbGAa_oxJNpnTZf8Q",5,"Diners, Pizza, Restaurants, Breakfast & Brunch, Food, Chinese, Bakeries","chicken"
"725","cCBySJPR4i7WFfEt8gjArg",4,"Chinese, Restaurants, Thai","chicken"
"726","LLGGe9k7NTVy1Z2wH1_Uew",4,"Restaurants, Chinese","chicken"
"727","1Vbt1GsmtQm2dkC4A2L_-g",5,"Restaurants, Himalayan/Nepalese, Asian Fusion, Indian, Chinese","chicken"
"728","tWtuHpIFtQHMQq8q8DG3dA",1,"Tea Rooms, Food, Salad, Asian Fusion, Thai, Noodles, Restaurants, Chinese, Fast Food","chicken"
"729","t_SvwKRaMyNHj2NOMvMv1Q",5,"Asian Fusion, Chinese, Restaurants, Japanese, Salad, Food, Sushi Bars, Specialty Food, Ethnic Food","chicken"
"730","5rb2tq_AhxQuRYu_bh464g",4,"Restaurants, Chinese, Japanese, Asian Fusion","chicken"
"731","Lku_keJf44D0LxbRAIZOcg",5,"Food, Chinese, Restaurants","chicken"
"732","QmNrHxN7UahtdliH_kAuUg",4,"Chinese, Cantonese, Restaurants","chicken"
"733","5Y-p9QJLrg2P0I8RjJ9TTQ",3,"Restaurants, Chinese","chicken"
"734","hMTzciZhfmugG2EVAPANcg",2,"Restaurants, Chinese","chicken"
"735","R-nmyxEGu4fYGJ2JFbMwlQ",2,"Chinese, Restaurants","chicken"
"736","gnqHyA6gY2-m9S-FKt6Xqw",2,"Pan Asian, Asian Fusion, Malaysian, Restaurants, Chinese","chicken"
"737","ALUqFoEbPIXEwdX7QbyR_Q",4,"Specialty Food, Food, Restaurants, Japanese, Cantonese, Chinese, Ethnic Food","chicken"
"738","X4YG1pu1MDVSi07S3i4YCA",3,"Chinese, Restaurants, Burmese","chicken"
"739","Mge4KiFP09sWeKpbM6J65w",4,"Restaurants, Chinese","chicken"
"740","uoV4aDfXbRmvyHSezdn--w",4,"Chinese, Asian Fusion, Restaurants","chicken"
"741","sOaeX1zQWuqbPcclvjtdeA",2,"Asian Fusion, Gluten-Free, Restaurants, Chinese","chicken"
"742","6lgkTtACpJR5Kijkc050KQ",3,"Chinese, Restaurants, Japanese, Sushi Bars","chicken"
"743","iiEjVLb4JDLE2xl8YGR-Gw",2,"Chinese, Restaurants","chicken"
"744","xMn3YvKFLqpBab0icUou1g",5,"Chinese, Restaurants","chicken"
"745","UzW_6PaLFzPjP7_2Czk3Wg",2,"Restaurants, Chinese, Asian Fusion","chicken"
"746","iH-BDuPiIV1Eag82oqXmAQ",5,"Seafood, Chinese, Restaurants","chicken"
"747","CvP516pjOdcJJkaMjl8rPw",2,"Restaurants, Chinese","chicken"
"748","bD_vqSSU_abcCT0oCzN1xA",2,"Food, Food Trucks, Restaurants, Chinese","chicken"
"749","sAhKuHKCKu9p8gy9vVsXnA",2,"Restaurants, Chinese","chicken"
"750","4rSHsXO4ozQoD0hoPCDatQ",1,"Restaurants, Chinese","chicken"
"751","fjE-jiwnTQysz-rLl6YMQg",2,"Chinese, Restaurants","chicken"
"752","CQJGl8n0wqL8WSEsG_yqDg",5,"Chinese, Restaurants","chicken"
"753","Z5T-muBHTERxj3jFqhiLHw",4,"Chinese, Pan Asian, Restaurants, Sushi Bars","chicken"
"754","rcnjeruxT_-zThMekbMUbA",1,"Fast Food, Chinese, Restaurants","chicken"
"755","HbtpJdgRLQcfn2HhqC7wAA",2,"American (New), Food, Restaurants, Japanese, Chinese","chicken"
"756","FqOjyZyVpIloRpoipoM1qw",1,"Restaurants, Chinese","chicken"
"757","YU7KZJP0LsLcvU4eIHhtfw",5,"Chinese, Restaurants","chicken"
"758","U6ure4FjwC9lOKmlZw6gTQ",3,"Restaurants, Chinese","chicken"
"759","FeigEbRVs3d_WoMVUhIT7g",3,"Sushi Bars, Asian Fusion, Restaurants, Chinese","chicken"
"760","jIujTHt4Mr-ygwpBDGHmFg",3,"Chinese, Restaurants","chicken"
"761","6vVkSaymw-4MOTPh68HN3Q",4,"Seafood, Chinese, Restaurants","chicken"
"762","jIc8lKpK0S265D18cgQKEw",2,"Chinese, Event Planning & Services, Asian Fusion, Restaurants, Caterers","chicken"
"763","php_sWMWyXs7Qi5UyTUrLg",5,"Pan Asian, Asian Fusion, Restaurants, Food, Specialty Food, Ethnic Food, Chinese","chicken"
"764","mdNbptkRKH1Jj2iRqBgq_g",4,"Chinese, Restaurants","chicken"
"765","y9_8s2b5ahsF0elT86K4Fw",2,"Chinese, Restaurants","chicken"
"766","tHsrPOEx-VY6a6urWWT0Xw",1,"Restaurants, Chinese","chicken"
"767","izzrCdvwa1TT8rBsE7Ch7w",4,"Chinese, Restaurants","chicken"
"768","M6BiGk76UgrYBM2sGPusUA",2,"Restaurants, Chinese","chicken"
"769","YZItTPlVWeq13bfAJtT2-g",3,"Chinese, Restaurants","chicken"
"770","qwkzD5_OjQ2eYv0EIKxV_g",1,"Chinese, Restaurants","chicken"
"771","m5t6Ork5uMHRvIlCmP6ULQ",4,"Chinese, Restaurants","chicken"
"772","1p5izA5Py5zN7CuNAxPkvw",3,"Chinese, Restaurants","chicken"
"773","ndq4rJcFLMbMGU_gK5u79Q",1,"Restaurants, Chinese, Japanese, Sushi Bars","chicken"
"774","4wzfwVrijdT--mWTESjw9g",4,"Chinese, Restaurants","chicken"
"775","AQ76VSVrSPajc2qFZDmzeg",4,"Chinese, Restaurants, Fast Food","chicken"
"776","Wqdws1zeQYTzV_7jq1a0hw",1,"Restaurants, Chinese","chicken"
"777","ZKBUoCqTpwMtmImz64DGyQ",3,"Restaurants, Chinese, Thai","chicken"
"778","dHJ4PT5C9mr6QPs4o_DaSA",2,"Restaurants, Sushi Bars, Chinese, Japanese","chicken"
"779","ATrQfex3fY79YxWw2gsD-g",1,"Chinese, Restaurants","chicken"
"780","bO3VN1ct-6zD8Pd0AS38rg",2,"Restaurants, Buffets, Chinese","chicken"
"781","5E37qENVklkwAMHmIwc_IA",5,"Chinese, Restaurants","chicken"
"782","9X3XAKb51B4meUDC_NFnsA",4,"Restaurants, Chinese","chicken"
"783","o2UAUbXSNRrqleXtSMLniA",1,"Chinese, Restaurants","chicken"
"784","M7SEPUqtCFtZJ8O8hFGY4A",2,"Fast Food, Chinese, Restaurants","chicken"
"785","q3LFQHq0DPDA9PSLE7khnQ",5,"Restaurants, Chinese","chicken"
"786","M-ArbQUROY2OgeSQBBDLmw",2,"Restaurants, Chinese","chicken"
"787","7aZf5c1UNotq4MabBXMZLA",2,"Restaurants, Szechuan, Chinese, Soup, Seafood","chicken"
"788","z3hD4GX5gSJtuqNhN-o2cg",5,"Restaurants, Chinese","chicken"
"789","4v_RbefzvGkixXXJkn-bzw",5,"Asian Fusion, Restaurants, Szechuan, Chinese","chicken"
"790","swfdlAMXwV8OjYD5nkA6nQ",4,"Chinese, Restaurants, Sushi Bars, Soup","chicken"
"791","8LUKD_9rkJoUIIuT9uiDbA",5,"Restaurants, Asian Fusion, Chinese, Sushi Bars, Thai","chicken"
"792","XJo_kPFlbuORqL-mE2Ny6w",2,"Asian Fusion, Restaurants, Chinese","chicken"
"793","e7M2GgkCfDYTxdPN1LL1sQ",3,"Restaurants, Chinese","chicken"
"794","VfWX3UCKvUnVktdOuR8TwA",4,"Vegetarian, Vegan, Chinese, Restaurants, Dim Sum","chicken"
"795","bCa0CY4F74N5lCEVOquKkg",4,"Restaurants, Bars, Food, Sandwiches, Dim Sum, Chinese, Salad, Nightlife, Asian Fusion, Noodles","chicken"
"796","GfYzz2Dnnn0CqeDqROAKTQ",1,"Restaurants, Chinese","chicken"
"797","afdthOntL8hfhomIFX-NWg",3,"Diners, Restaurants, Chinese, Sushi Bars","chicken"
"798","gvur69cXFtawJnJbNzFuZQ",2,"Thai, Sushi Bars, Chinese, Asian Fusion, Vietnamese, Restaurants","chicken"
"799","USRXU4ASBAFSKhlk-KVrCw",2,"Chinese, Restaurants","chicken"
"800","yAkaDc6MWX3dy8bnEcCrRQ",5,"Chinese, Restaurants, Asian Fusion, Venues & Event Spaces, Event Planning & Services, Party & Event Planning","chicken"
"801","1ofeAP5vdjnOSeO5S2pzSg",3,"Chinese, Restaurants, Fast Food","chicken"
"802","JftoP9r6TT98v83hfY9RZw",5,"Chinese, Restaurants, Food, Vietnamese","chicken"
"803","wNlpUnbCwAsMAu9Z1wc2nw",5,"Restaurants, Asian Fusion, Caterers, Event Planning & Services, Chinese","chicken"
"804","IpQG7s5l7ba5NxyzTxn7pg",5,"Chinese, Restaurants, Thai","chicken"
"805","bLh4ysq5RsbzCNSjqHhwyw",5,"Chinese, Restaurants","chicken"
"806","GV5jI4xbBLNiqujLIFrcuw",5,"Restaurants, Chinese, Food","chicken"
"807","BIqsItY0vyOshMpJ0I4cPg",5,"Restaurants, Chinese","chicken"
"808","2F6dAex41iqsoxjSX4xAZA",4,"Restaurants, Chinese","chicken"
"809","_AKdBFzkl7GY-daxUCCbVA",5,"Chinese, Asian Fusion, Restaurants, Gluten-Free","chicken"
"810","bRy4yyU0XXcOJRX5tGQ_dg",5,"Chinese, Cantonese, Szechuan, Restaurants","chicken"
"811","dmiSOfKvwfjNHMQddKGG_Q",4,"Chinese, Restaurants","chicken"
"812","v-E_fwn4CesE_rdmxvwvSQ",1,"Chinese, Restaurants, Fast Food","chicken"
"813","lQMZ2Rd0jGf1ZpekZpr1MA",4,"Restaurants, Chinese","chicken"
"814","bfF90MspMbqLWdcEU9JLcg",5,"Restaurants, Chinese","chicken"
"815","zOHQdGK6D3S0rvyNsrQi0Q",1,"Seafood, Chinese, Restaurants, Buffets","chicken"
"816","eW6HLU-M3xJOpGyKLrWxUg",2,"Thai, Chinese, Restaurants","chicken"
"817","3_STYcEwVsieJPo0GWjxLw",4,"Asian Fusion, Chinese, Restaurants","chicken"
"818","jDehhKtVZa62k32WHbnc2A",3,"Food Delivery Services, Szechuan, Restaurants, Chinese, Food","chicken"
"819","6tY0tn39Mb8FCLYBAXXOUw",4,"Chinese, Restaurants","chicken"
"820","mF2EW3twSrFPmT_RVV1-Qg",3,"Chinese, Restaurants","chicken"
"821","gyDTYm_NDWXEHBPGnL-oRQ",3,"Comfort Food, Italian, Asian Fusion, Mediterranean, Noodles, Restaurants, Chinese, Specialty Food, American (New), Salad, Pasta Shops, Food","chicken"
"822","7sz9Rw1dbIEfLy-L9qB3Tw",5,"Asian Fusion, Chinese, Restaurants","chicken"
"823","DwmAsemahJywywhuqv5J1Q",3,"Szechuan, Chinese, Restaurants","chicken"
"824","h0Wmyzb8q0bXbrqmWqVvfQ",4,"Chinese, Restaurants","chicken"
"825","vzwTXHLB5iTL2TlW6oVfUQ",4,"Chinese, Restaurants","chicken"
"826","FOIQ49HJ6Y5fPl8QYr34XA",2,"Chinese, Restaurants","chicken"
"827","ve7-f5urgRoFvhoez9eUjA",5,"Bakeries, Food, Thai, Chinese, Restaurants, Cantonese","chicken"
"828","pGjtxXBq4tZcdKdgTU-Tww",1,"Chinese, Restaurants","chicken"
"829","cxVp-a28Cp7lavjaPMvK5w",4,"Japanese, Asian Fusion, Restaurants, Sushi Bars, Chinese","chicken"
"830","imBVeP4aA-aLTdPD-t8_WQ",5,"Restaurants, Chinese, Asian Fusion","chicken"
"831","k0wkhJXCW-AOotS_hRunUg",1,"Restaurants, Chinese","chicken"
"832","5qtc1s-TKdgzPccKwY4SRw",3,"Chinese, Restaurants","chicken"
"833","mtUscPpaEpOpdBWDGXuNcA",4,"Chinese, Restaurants","chicken"
"834","DtAND35Vc4dY7usrGtbR7w",2,"Chinese, Restaurants","chicken"
"835","35AWV2l8s2DbBxKbexPU7A",3,"Chinese, Restaurants","chicken"
"836","CbsS6VvPsIvpytUbLAu71Q",3,"Buffets, Restaurants, Chinese","chicken"
"837","PNdjgI6mZYXKCTBKiVQMRg",1,"Chinese, Restaurants","chicken"
"838","8C65DwwnazwYB2z9naHyaw",5,"American (New), Fast Food, Chinese, Restaurants, Asian Fusion","chicken"
"839","4XGjbI2Ggi-kdgt9eZR83w",2,"Mongolian, Chinese, Buffets, Restaurants","chicken"
"840","XBVp2d7UVJRxc70QcjvKIA",5,"Chinese, Restaurants","chicken"
"841","XaTts7L8g57_odPEFuwkOw",2,"Restaurants, Chinese","chicken"
"842","qd1QvLRMJMPRQIdhyWmhRg",2,"Seafood, Chinese, Restaurants","chicken"
"843","baedk40VCeup34ltsDsAHA",2,"Chinese, Restaurants","chicken"
"844","OHuo-yqHdtJMAnkNLyp34g",3,"Restaurants, Chinese","chicken"
"845","fZfoi-VMMcv9Uc4QYgbOHw",5,"Chinese, Restaurants","chicken"
"846","4lHIz3Z-6lAICc_1wq25-A",1,"Restaurants, Chinese","chicken"
"847","kJtijhRR8fl4QIrj-oxf9g",4,"Chinese, Restaurants","chicken"
"848","fZadRslL_7WwgZfVD6DYnw",1,"Restaurants, Chinese","chicken"
"849","QlAPX3c0Vm2dU_w3puIAIw",5,"Restaurants, Hot Pot, Asian Fusion, Chinese","chicken"
"850","S1mm3JFYmuewmKfUK8M8iw",4,"Sushi Bars, Chinese, Restaurants","chicken"
"851","yGdO0huBvnAhyEX7fZO7og",1,"Restaurants, Chinese","chicken"
"852","aURWnSm0BrHhp-0DSXFJww",1,"Chinese, Restaurants","chicken"
"853","v_YaNPJbP1XKGG-R_vUZ1Q",2,"Restaurants, Chinese","chicken"
"854","zKJ4KcZAfTNBIM7OvkVv3A",4,"Restaurants, Szechuan, Dim Sum, Asian Fusion, Japanese, Chinese","chicken"
"855","-ORqiS4L-8pq3dLsUazXTg",4,"Ethnic Food, Chinese, Specialty Food, Food, Restaurants, Thai","chicken"
"856","-Is6Ney1wmsJAjvDdkaaaQ",2,"Chinese, Restaurants","chicken"
"857","WdtmkT5lWzW167T3rBxKsw",4,"Restaurants, Chinese","chicken"
"858","ErGfEO3dZB37kxYjTZUXAA",3,"Restaurants, Chinese, American (New)","chicken"
"859","MNo2l4eFOOJqCo8PX0W12A",1,"Chinese, Restaurants","chicken"
"860","VUDwlypqw1-DTK_lfEP4jg",2,"Buffets, Chinese, Food, Restaurants","chicken"
"861","N3ZbTZfWC_oyIUxuX9KJYA",5,"Japanese, Fast Food, Chinese, Restaurants","chicken"
"862","h9O1Q4kEklvYdwVsffTpMA",4,"Thai, Seafood, Chinese, Restaurants","chicken"
"863","a39B-BfbCipNkNH7vwCfug",5,"Chinese, Restaurants, Bars, Noodles, Lounges, Nightlife, Asian Fusion","chicken"
"864","Ny7Y1Rlhwi5n4LHIpUA21g",1,"Asian Fusion, Chinese, Restaurants","chicken"
"865","UslSiDSUTCaq62FMpWK6Lw",4,"Restaurants, Food, Chinese","chicken"
"866","VxwcmqZ56tzPr7ZbLxlhTw",4,"Soup, Seafood, Restaurants, Chinese","chicken"
"867","M5rnBQaFtjYTn3T9NIZwcA",4,"Chinese, Restaurants","chicken"
"868","ui4fyPJ_HRm4HPkEmIHQOA",4,"Restaurants, Chinese","chicken"
"869","vV1AB2vk-7JqDGyS1v4vvA",4,"Restaurants, Chinese","chicken"
"870","cPcUqzaNRtTLIq0E6LRqfg",2,"Restaurants, Chinese","chicken"
"871","UoAPfKoSKJ8B5uXZ2prfeQ",2,"Asian Fusion, Chinese, Restaurants","chicken"
"872","_baq5LloRpwIxKLaRLOA1g",3,"Chinese, Restaurants","chicken"
"873","hUtc2gE-UIcvoQ9tXUJMUA",5,"Restaurants, Chinese","chicken"
"874","fjRVqTl82Sql3GarA_QzIg",3,"Restaurants, Food, Desserts, American (Traditional), Salad, Chinese, Mexican, Sandwiches, Tacos, Korean","chicken"
"875","YAhRuV3oRkwGk3Or9PJ3Ww",4,"Seafood, Food, Chinese, Poke, Restaurants","chicken"
"876","e-finkL51hroOJ0GZ8jcXA",3,"Chinese, Restaurants","chicken"
"877","giiWXI4DcXIdvoGmeIOeEQ",3,"Seafood, Barbeque, Restaurants, Chinese","chicken"
"878","cUfSGsjKP7ma8FbFqTmZLA",4,"Chinese, Restaurants","chicken"
"879","B10A-q2fskHqLx5miQpmOw",5,"Chinese, International Grocery, Grocery, Food, Restaurants, Korean, Asian Fusion","chicken"
"880","7XUDdyFFriUkoSTGBYp1ag",5,"Thai, Asian Fusion, Restaurants, Chinese","chicken"
"881","fVLWfO97Ddac26ptnMuE3A",4,"Restaurants, Chinese","chicken"
"882","ejdBoVvEdn5fdycuJRen8Q",4,"Chinese, Restaurants","chicken"
"883","TTVXY5vOJDqC0_Je8UhK8A",5,"Restaurants, Chinese","chicken"
"884","7U73RqIg6JA0WThxWUV3uA",5,"Restaurants, Sushi Bars, Asian Fusion, Szechuan, Chinese, Nightlife, Bars, American (Traditional)","chicken"
"885","hoGyiTjrri-Sq3-EaO7Kpw",4,"Chinese, Thai, Restaurants","chicken"
"886","-_DxZ8gKU50sfuZEu4ypKg",4,"Chinese, Vietnamese, Thai, Restaurants","chicken"
"887","f2FfutZhb4F-m1Ob0EdYaw",2,"Restaurants, Asian Fusion, Food, Food Delivery Services, Event Planning & Services, Caterers, Fast Food, Vegetarian, Chinese","chicken"
"888","i_t8WTwztuHweRqQ89hmuQ",5,"Fast Food, Restaurants, Chinese","chicken"
"889","i55cm4i5C7fSCVONIQ8DRg",4,"Restaurants, Chinese","chicken"
"890","GeZiOW34ZL6jC9g-mq9QvA",4,"Restaurants, Chinese","chicken"
"891","DCab_cz7nDDW-IPsnKGb_A",4,"Food, Chinese, Food Delivery Services, Restaurants","chicken"
"892","cRTkev8c66o6q6v7FstjLA",2,"Soup, Noodles, Chinese, Szechuan, Restaurants","chicken"
"893","WcHMfQZzs3G5UVY_zBB2FA",5,"Restaurants, Chinese","chicken"
