"business_id","stars","RestaurantsAttire","RestaurantsTakeOut","BusinessAcceptsCreditCards","NoiseLevel","GoodForKids","RestaurantsReservations","RestaurantsGoodForGroups","RestaurantsPriceRange2","HasTV","Alcohol","BikeParking","RestaurantsDelivery","ByAppointmentOnly","OutdoorSeating","Caters","WheelchairAccessible","WiFi","BYOB","Corkage","RestaurantsTableService","BusinessAcceptsBitcoin","HappyHour","DogsAllowed","CoatCheck","Music","BestNights","HairSpecializesIn","AcceptsInsurance","BYOBCorkage","DriveThru","GoodForDancing","Smoking","AgesAllowed","DietaryRestrictions","RestaurantsCounterService","Open24Hours"
"xONNOYgT5BBJj_EVJBMghQ",4.5,"'casual'","True","True","'average'","True","True","True","2","True","'full_bar'","False","True",NA,"False",NA,NA,"'no'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IqUKgj5hd3iUdQX80kw47g",5,"'casual'","True","True",NA,"True",NA,"True","1",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QbuWKli8fme4O84t99UfSg",3.5,"'casual'","True","True","'average'","True","True","True","2","True","'none'","False","True",NA,"False","True",NA,"'no'",NA,NA,"True",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNf9Q2FnB9sI9kOMAgj0AQ",3.5,"'casual'","True","True","'quiet'","True","False","True","2","True","'none'","True","True",NA,"False","False",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dY_oOCE3fU50zs97SVRlrg",3.5,"'casual'","True","True",NA,"True","False","True","2","False","'none'",NA,"False",NA,"False",NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VBxKOEdjg7ryuA2Ni080rA",4.5,"'casual'","True","False",NA,"True","False","True","1","True",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hSfsnEa9q1Xx-0lAYDTLGw",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mpG1R1ktTI3x1twNBsGvXQ",4,"'casual'","True","True","'average'","True","True","True","2","True","'full_bar'","True","False","False","False","False",NA,"'free'",NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mmtjbwUUjw266ulkEnRX3Q",3.5,"'casual'","True","True",NA,"False","False","True","1","False","'none'",NA,"False",NA,NA,NA,NA,"'free'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v2a8hI1Tsi1SgFKFWD39qQ",4.5,"'casual'","True","True","'quiet'","False","False","False","2","False","'none'","False","False","False","False","True","False","'no'",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15RvAvPxUBl3HmnGMJdtTQ",3.5,"'casual'","True","True","'quiet'","True","True","True","2","True","'full_bar'","True","True",NA,"False","True",NA,"'no'",NA,NA,"True",NA,"True",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA
"ccdcyzc1oSucd-qRlnYR0w",2.5,"'casual'","True","True","'quiet'","True","False","True","1","True","'none'","True","True",NA,"False",NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JQ4tpUOOwlrZXSyW4Wlyaw",4,NA,"True","True",NA,"True","True","True","1",NA,NA,"False","True",NA,"False",NA,"False","'no'",NA,NA,"True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BsLyCu_lkEdkG42qmvZlnQ",3.5,"'casual'","True","True","'average'","True","True","True","2","False","'full_bar'","True","False",NA,"True","False",NA,"'no'",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wCB9mquz6W0ZuO5pPZXeDg",3.5,"'casual'","True","True","'very_loud'","True","True","True","2","True","'beer_and_wine'","True","True",NA,"False","True","True","'free'",NA,NA,"True","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rmdv8qikuGCecgRGVPWMQA",4,"'casual'","True","True","'quiet'","True",NA,"True","1","True","'none'",NA,"True",NA,"False",NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aC9D8lFr5k9pWU0IBdEb0g",3,"'casual'","True","True",NA,"True","False","True",NA,"True",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79G_4PgWIO1BPve3D1tD_Q",2.5,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BQasaL9XWUhlFndmKYtMHw",3.5,"'casual'","True","True","'quiet'","True","True","True","1","True","'full_bar'","False","True",NA,"False","False","True","'free'","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kF1Rr2bMPujucUihlitT2g",4,"'casual'","True","True","'quiet'","True","True","True","2","True",NA,"True","True",NA,"False",NA,"True","'no'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5L-dBWit8Y90bnP3nsAauQ",4.5,NA,NA,"True",NA,NA,NA,NA,NA,"True",NA,NA,"True",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GKmbGnQ2WmlU7ntVPI4mYA",4,"'casual'","True","True","'quiet'","True","True","True","1","True","'none'","False","False",NA,"False","True",NA,"'free'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wHdjfx0WQAV9AhOlm46FMQ",3,"'casual'","True","True","'average'","True","False","False","2","True","'none'","True","False",NA,"False",NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyaSQBKagPYylOJxsU8CMA",3,"'casual'","True","True",NA,"True","True","True","2",NA,"'full_bar'",NA,"True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nZRJu778hO66F11QUS53nA",4,"'casual'","True","True","'quiet'","True","False","False","1","True","'none'","True","True",NA,"False",NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BT8bk6rOQ4kj8TD-hfepGQ",3,"'casual'","True","True","'quiet'","True","False","True","1","True","'none'","False",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yrwKibiXRrTUnGKj7io5ag",2.5,"'casual'","True","True","'average'","True","False","True","2","False","'beer_and_wine'","False","False",NA,"False","False",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hMgIF04rrJ7oB1lGIpFt5w",3.5,"'casual'","True","True","'average'","True","True","True","2","True","'full_bar'","True","True",NA,"True","True",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tVcnGCg8AICT_hoI-4gMsw",4.5,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jtvy90-8KNih9-LanDTiOg",4,"'casual'","True","True","'average'","True","True","True","2","False","'beer_and_wine'","False","False",NA,"False","False","True","'free'",NA,NA,"False","False",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EY37X3ESjNu14g9Xe4lyFQ",1,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kD1u5HwZpWOH2bAU_W0ARQ",3.5,"'casual'","True","True","'quiet'","True","False","False","1","True","'none'","True","True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v8jZKf_YN7ayVy6ksyoiKg",3,"'casual'","True","True","'quiet'","True","False","True","1","True","'none'",NA,"True",NA,"False","False",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g74ClehJVU5h-29-Bx5xwQ",4,"'casual'","True","True",NA,"True","False","True","1","True","'none'","True","False",NA,"False",NA,NA,"'free'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jKJr7aPdTZ5kiQw0g40yJQ",3.5,"'casual'","True","True","'quiet'","True","False","False","1","True","'none'","True","True",NA,"False",NA,NA,"'no'",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iT9KMTR8NqYwSCW-zMUOxw",3.5,"'casual'","True","True","'average'","True","True","True","2","True","'full_bar'","True","True",NA,"False","True","True","'free'",NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bfh_ON-LQUcJerjcDF5KNA",3,"'casual'","True","True","'quiet'","True","False","True","1","False","'none'","True","True",NA,"False",NA,NA,"'free'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mchIGapc-1lRQKcsZhD93A",4.5,"'casual'","True","True",NA,"True","False","True","1","True","'none'",NA,"False",NA,"False",NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5S8KaaAIjqo2bJcVlMNW5w",3.5,"'casual'","True","True",NA,NA,NA,"True","2",NA,NA,NA,"True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wftmt-n8OUA4Ng3bWWH5dw",4.5,"'casual'","True","True","'average'","True","False","True","2","True","'none'","False","True",NA,"False","True",NA,"'no'",NA,NA,"True",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vc8sXKEdO9yVxbRlwBFHKQ",2.5,"'casual'","True","True","'average'","True","True","True","1","False",NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wrV2yRrSAoVeXpvR7n-czA",3,"'casual'","True","False","'average'","True","False","True","1","True","'none'",NA,NA,NA,"False",NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jhP9rUsV-KvgHu1n--7Q3w",3.5,"'casual'","True","True","'quiet'","True","True","True","1","True","'none'","True","False",NA,"False","True","True","'free'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gTRTzLhbl2uDd_JvB4PsyQ",3.5,"'casual'","True","True","'quiet'","True","True","True","2","True","'full_bar'",NA,"True","False","False",NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6_7_aSycZlRsfKENFiIi6g",3.5,"'casual'","True","True","'average'","True","False","True","1","True","'none'","True","True",NA,"True","False",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RNkVt3T_3DQjXbXTM2DIjg",3,"'casual'","True","True","'loud'","False","False","False","1","False","'none'","True","False",NA,"False","True",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vYRxMRpdUES85ZEpiQwjgg",4,"'casual'","True","True",NA,"False","False","True","2",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"xDnkfWCyaUdR6iMoxnuWyg",4.5,NA,"True",NA,NA,NA,NA,"True",NA,"True",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70nmPKnAufzeKfRNVE0-Pg",4,"'casual'","False","False",NA,"True","False","True","1",NA,"'none'",NA,"False",NA,"False",NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A8jt8v7bixb_DswY2uJQaw",3.5,"'casual'","True","True","'average'","True","True","True","2","False",NA,"False","False","False","False",NA,NA,"'free'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4jO_VdrdM3OFGr9VDkySPA",3.5,NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,"True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"h0kDxnRpBXyJ1v17uSDnzw",3,"'casual'","True","True","'quiet'","True","False","False","1","True","'beer_and_wine'","True","True",NA,"False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XuxMAIKquXNe6fy0-HmZ8A",4,"'casual'","True","True","'loud'","True","False","True","1","True","'none'","True","False",NA,"False","False",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pFg0ZuTVVZMZpANZXI0LtA",3,"'casual'","True","True","'average'","True","False","True","2","True","'none'","False","False",NA,"False","True",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE5K9GVy9rKrovzUBOefYg",5,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA
"gGeC3-QX-ZH1kxnpmUwQ9A",2.5,"'casual'","True","True","'quiet'","True","True","True","2","True","'none'","False","False",NA,"False","False",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yBHltbm3DqNaKgBgTMpxsA",4,"'casual'","True","True","'average'","True","True","True","1","False","'none'","True","False",NA,"False","False",NA,"'no'",NA,NA,"True",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lSxAQR1FeSljX9zeVJTEWA",4,"'casual'","True","True","'quiet'","True",NA,"True","1","True","'none'",NA,"True",NA,"False","True",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4_sXnBAHU3lGxVfPUn0CNQ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tIby_wfzpZ5QH02IWFNogg",3.5,"'casual'","True","True","'average'","True","True","True","1","False","'none'","True","True",NA,"False","True",NA,"'free'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i4CF-bIEfNeYoQ87klS78Q",3.5,"'casual'","True","True","'quiet'","True","True","True","2","True","'beer_and_wine'","False","True",NA,"False",NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1LqshDanHwtKeX--X0hbwQ",5,NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,"True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BrORoLCE5zVY6ekUb6omNA",3.5,"'casual'","True","True","'average'","True","True","True","2","True","'full_bar'","True","True",NA,"True","False","True","'no'",NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"_VYUU5HPLYasd-xdKLimNA",4,"'casual'","True","True",NA,NA,NA,NA,"1",NA,NA,NA,"True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OaHJvi10dJbMIaQXg5e2Ag",4.5,"'casual'","True","True","'quiet'","True","True","True","2","True","'full_bar'","False","False",NA,"False","False",NA,"'no'",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PhNdyQTtZjOQ1bqoT4S3oA",4,"'casual'","True","True","'quiet'","True","False","False","1","True","'none'","False","True",NA,"False","False",NA,"'no'",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W7KtVjq4R_5F5EwbCBENQw",4.5,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-cnAmACYQpwRyfjuZHay3w",3,"'casual'","True","True","'quiet'","True","False","True","1","True","'none'","False","False",NA,"False",NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dF-_fcrNyk4iZ5Pc1mr-wA",4,"'casual'","True","True","'quiet'","True","True","True","1","False","'beer_and_wine'","True","False",NA,"False","True",NA,"'free'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z-6QSR2lC-opp9l6HLYG_w",3,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p2RqycIW2jzjbQnkEw5lkA",2.5,"'casual'","True","True","'average'","True","False","True","1","True","'beer_and_wine'","True","False",NA,"False","True",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QdganL5AW9E_fNoRVroLig",4,"'casual'","True","True","'average'","True","False","True","1","True","'none'","False","True",NA,"False","False",NA,"'free'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA465c4XL7_m9p_6_ztRsw",3.5,"'casual'","True","True","'average'","True","True","True","2","False","'none'","True","False",NA,"False","False",NA,"'free'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HzE3NnlAzIcqiHDydpvzrQ",3,"'casual'","True","True","'average'","True","True","True","2","True","'full_bar'","False",NA,NA,"True","True",NA,"'no'",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ijY4C4ut4M9xg3QvK2R2pg",3.5,"'casual'","True","True","'average'","True","True","True","2","True","'full_bar'","True","True",NA,"False","True",NA,"'no'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA
"izzrCdvwa1TT8rBsE7Ch7w",3,"'casual'","True","True",NA,"True","False","True","1","False",NA,NA,"True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iH-BDuPiIV1Eag82oqXmAQ",4,"'casual'","True","True","'quiet'","True","False","False","1","True","'none'","True","False",NA,"False","False",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZKBUoCqTpwMtmImz64DGyQ",3.5,"'casual'","True","True",NA,"True","False","True","1","True","'none'",NA,"True",NA,"False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FqOjyZyVpIloRpoipoM1qw",3,"'casual'","True","True",NA,"True","False",NA,"2","True","'none'",NA,"True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mdNbptkRKH1Jj2iRqBgq_g",4,"'casual'","True","True","'quiet'","True","False","True","1","True","'none'","True","True",NA,"False",NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2Z6FGB5vfbSrvNyeXTqARg",4.5,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA
"o2UAUbXSNRrqleXtSMLniA",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YZItTPlVWeq13bfAJtT2-g",3,"'casual'","True","True",NA,"True","False","True","1",NA,NA,NA,"False",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QmNrHxN7UahtdliH_kAuUg",3.5,"'casual'","True","True","'average'","True","False","True","2","False","'none'","True","False",NA,"False","False",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1p5izA5Py5zN7CuNAxPkvw",2.5,"'casual'","True","True",NA,"True","False","False","2","True","'none'","False","True",NA,"False","True",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLGGe9k7NTVy1Z2wH1_Uew",3.5,"'casual'","True","True","'quiet'","True","True","True","1","True","'none'","True","True",NA,"False",NA,NA,"'no'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lku_keJf44D0LxbRAIZOcg",3.5,"'casual'","True","True","'average'","False","False","True","1","True","'none'","True","True",NA,"False","False",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"qwkzD5_OjQ2eYv0EIKxV_g",2.5,NA,"True","True",NA,"True","False",NA,"2",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ndq4rJcFLMbMGU_gK5u79Q",3,"'casual'","True","True","'quiet'","True","False","True","1","False","'none'","False","True",NA,"False","True",NA,"'free'",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CvP516pjOdcJJkaMjl8rPw",3.5,"'casual'","True","False","'quiet'","True","False","True","1","True","'none'","True","False",NA,"False","False",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AQ76VSVrSPajc2qFZDmzeg",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATrQfex3fY79YxWw2gsD-g",2.5,"'casual'","True","True","'average'","True",NA,"True","1",NA,NA,NA,"True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4rSHsXO4ozQoD0hoPCDatQ",2.5,"'casual'","True","True","'average'","True","False","False","1","True","'none'","False","True",NA,"False","False",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6lgkTtACpJR5Kijkc050KQ",3.5,"'casual'","True","True","'quiet'","True","True","True","1","True","'full_bar'","True","False",NA,"False",NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M7SEPUqtCFtZJ8O8hFGY4A",2.5,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iy-UNkwa3j9MSeG_SZhUvg",5,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALUqFoEbPIXEwdX7QbyR_Q",3,"'casual'","True","True","'average'","True","False","True","1","False","'none'","False","False",NA,"False",NA,NA,"'no'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M6BiGk76UgrYBM2sGPusUA",2.5,NA,"True","True",NA,"True","False","False","1",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnqHyA6gY2-m9S-FKt6Xqw",4,"'casual'","True","True","'loud'","True","False","True","1","False","'none'","True","False",NA,"False","False","False","'no'",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5Y-p9QJLrg2P0I8RjJ9TTQ",3,"'casual'","True","True","'average'","False","False","False","1","True","'none'","True","True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tWtuHpIFtQHMQq8q8DG3dA",4,"'casual'","True","True","'average'","True","False","False","1","False","'none'","True","True",NA,"False","True",NA,"'free'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
